true_label,cnn_prob,fusion_prob
1,0.39963209507789,0.36924417654976477
1,0.8605714451279329,0.5933424020126347
0,0.685595153449124,0.6711363106814914
0,0.5789267873576293,0.8137934429657613
1,0.22481491235394924,0.31513701740848254
0,0.22479561626896213,0.15879666292678438
1,0.14646688973455957,0.2595085040550458
1,0.7929409166199481,0.870014913478484
0,0.5808920093945671,0.8491120620500121
1,0.6664580622368363,0.6279304817362465
1,0.11646759543664197,0.6304134883469227
1,0.8759278817295955,0.6820293396370044
1,0.7659541126403374,0.2902970228987597
0,0.26987128854262094,0.8815295567399678
1,0.24545997376568052,0.4850164199136584
0,0.24672360788274705,0.45651082259959797
1,0.3433937943676302,0.5651341642262699
1,0.5198051453057903,0.18757277342004403
0,0.4455560149136927,0.28302669500486355
1,0.3329833121584336,0.7404268931410963
0,0.5894823157779036,0.21623893434010116
0,0.21159508852163347,0.6325216875731106
0,0.3337157188281745,0.34627928774505673
1,0.39308947463495336,0.4614364912335812
1,0.46485598737362877,0.38095498941655986
1,0.728140769114411,0.4345381731719593
1,0.25973902572668783,0.7252367241473964
0,0.5113875507308893,0.38769737249853997
0,0.573931655089634,0.6031237122375177
1,0.13716033017599819,0.5308403217592796
1,0.5860358815211507,0.6809369322901185
0,0.23641929894983324,0.8994637914598064
1,0.15204127438822362,0.7360576777682002
0,0.8591084298026667,0.3219523028726054
1,0.8725056264596475,0.17494650804902773
1,0.746717878493169,0.35981123543986004
0,0.34369101533869656,0.6260623445602038
0,0.1781376912051071,0.19114065078740028
1,0.6473864212097256,0.5470929977609891
1,0.45212199499168104,0.6274742791335113
1,0.19763058787582308,0.41739511265356866
0,0.4961415280890161,0.7667297629966575
0,0.12751081689217472,0.23527860250701743
0,0.8274563216630256,0.210110225388647
1,0.3070239852800135,0.7325510049628826
0,0.6300178274831856,0.5463930529649588
0,0.34936886087152874,0.7007219171421888
1,0.5160544169422486,0.49786187088299694
0,0.5373682234746238,0.3471216265912854
0,0.24788356442042164,0.8052818541393597
0,0.8756677022116469,0.7895327031751834
1,0.7201062586888917,0.7057571766835414
0,0.8515991532513513,0.3677161097839701
1,0.815861880342119,0.6221845334952696
1,0.5783199830488681,0.43877911755202137
1,0.8374993880184934,0.22326565866130732
0,0.1707940016415356,0.8838508603697942
1,0.25678628993531616,0.2594549047351691
0,0.13618183112843046,0.910189883056642
1,0.36026426461061145,0.5068046183663646
0,0.4109418317515856,0.2981063430708957
0,0.3170792254191167,0.5835207579026864
0,0.7629900073215435,0.8483566687011266
1,0.38540266135487145,0.7357799091276489
1,0.32474760774990463,0.7952489182891598
1,0.5341568665265988,0.6770266933685739
0,0.21273937997981013,0.703821251614282
1,0.7417575846032317,0.8293565212522553
0,0.15964051494381667,0.3497344070873487
1,0.8895095492804138,0.5415399709145123
0,0.717795815437326,0.32696755345568174
1,0.2589725452273379,0.9401344063973176
1,0.10441769369888193,0.9052474717492905
0,0.7523691427638673,0.1815414490948047
1,0.6654858750780936,0.7144601380125507
1,0.6832057344327899,0.8901986539325326
1,0.7170162773487566,0.2944602761018668
0,0.1592357213872723,0.6043561844421035
1,0.38677258283541815,0.8823906380704334
0,0.1926952476201038,0.17715678286863906
1,0.7904827407004749,0.707936213797472
1,0.5986385014620463,0.3878792058980406
0,0.3647184198821194,0.8895169563012243
0,0.15084668022881892,0.9268465961322941
0,0.34878585737252976,0.905413191290747
1,0.36014665762139764,0.529371373325971
1,0.6836849426704512,0.8396341207914507
0,0.6100459770841705,0.8256395188280563
0,0.8097701940610612,0.40528037859460453
0,0.4777719401295595,0.8131323793205418
0,0.19567539675064138,0.17960610777239408
0,0.670595829778396,0.6270159027856423
1,0.708628038893518,0.33400706983016243
1,0.549021758055597,0.24645350862182303
0,0.7167737439636488,0.2115625613033673
0,0.49503647709151266,0.7070310207025118
1,0.5181862635055953,0.42189997101445287
0,0.44203281468683975,0.7298134172230092
1,0.12033530139527615,0.20228507263915388
0,0.18631314159464357,0.40223227026448827
1,0.1251433485493874,0.5815930339002697
1,0.6091283290110243,0.7825785318711708
0,0.3514847848610614,0.40500200234565586
1,0.5068565529317622,0.6507131011496072
0,0.8260531791408744,0.8587821985889497
0,0.2994337833191,0.6426905505458436
0,0.42830633842850385,0.336367579802907
1,0.7044409108344389,0.1695206252452304
1,0.283038532393298,0.8460790991207439
1,0.1615839278630344,0.1670155286803097
0,0.3318011623310144,0.8497613381473594
1,0.22897702980320356,0.5731497072217695
1,0.8437581218740585,0.9012541588103169
0,0.7464963036515336,0.7890265886189323
0,0.6067230052083388,0.9483472884266699
0,0.7971684721501742,0.4305694523613681
1,0.7429376615192916,0.7637506311449015
0,0.24925604710882868,0.4715447308873937
1,0.8140471987919823,0.5339004962431271
1,0.5314737935325206,0.6520043705746961
1,0.74595212413125,0.8489416913490709
0,0.8168730399387946,0.937266775359436
1,0.35440277997749114,0.7646187310916145
0,0.18804153962214143,0.48421342573386694
0,0.28234813003355336,0.48708560182165606
1,0.4416862309010051,0.7400658412711132
0,0.7544118127379945,0.34102171661464187
1,0.7885844666050748,0.2383792905051157
0,0.10556170442495257,0.43369772611262125
0,0.5085978420620526,0.3797911933232654
1,0.4339288025190232,0.38704649636479205
1,0.2776862483765842,0.33688620083992793
1,0.19589229386694626,0.1836745517090895
1,0.37009213712290234,0.16429914778673105
0,0.8543277631300153,0.9401779117888251
1,0.35856234561660416,0.49221850698868985
1,0.5150324973946929,0.45746131772774534
1,0.6624151671161422,0.6937178261544559
1,0.39090368190343516,0.3246031102920513
1,0.8774256661767685,0.9099689471601802
0,0.869957835953689,0.7790760115324417
0,0.3014258366602913,0.2215288018498076
1,0.49779880471390836,0.48406462062794264
1,0.34070264785341575,0.8532946460497317
0,0.3278723955019741,0.9057856178331282
0,0.12950955788362625,0.5239212089998957
1,0.5876514671839175,0.6407291113685661
0,0.5021432185830892,0.28362715687366014
0,0.14118300099999148,0.9429349009095812
0,0.32291717138928916,0.3353373611067547
1,0.8266127087733229,0.9041854193081005
1,0.29164951253357796,0.6697173191938948
0,0.21591589767297847,0.6361894359030873
1,0.49156220822205043,0.5601508088132068
0,0.8885203632884806,0.33453584937420694
0,0.2936442172092003,0.2912224256044066
0,0.6377084379247029,0.32638896725614025
1,0.7092956922629741,0.29915060971540364
0,0.29011003519391976,0.7736675788534026
1,0.6825730788894877,0.43010020733338405
0,0.39422650617540256,0.19627414125071707
1,0.6058446644748636,0.925282104112649
1,0.6068237686087158,0.8570287079707405
0,0.5286197472598068,0.8922018265561703
1,0.17223181604352666,0.9459262581171481
0,0.7682419964713904,0.28911619937558986
0,0.35662405197738867,0.466993615122127
1,0.2492148083198834,0.756590780563273
1,0.13262011324381115,0.7068164944430337
1,0.5727143545505935,0.273116725071884
1,0.642051489473826,0.8026664999924942
1,0.11327026314228493,0.3295524574693285
0,0.5096744466394248,0.3290540918580984
1,0.28119662015835034,0.5795795383147309
1,0.6161382323275599,0.6243519478733625
1,0.23949314320399318,0.6140689662702489
1,0.6527501904819728,0.22318946991820388
1,0.4093882770404299,0.8519686901043042
0,0.8493839909893877,0.36248003407096485
1,0.21001675531679462,0.2536119370262433
1,0.37285308084020685,0.8609984638951818
1,0.19077881699247126,0.9145211985838027
0,0.8397548946228502,0.8397020938123605
1,0.8018714827047848,0.7976128597799025
0,0.30635330217212453,0.6741935845112174
1,0.6279872368273433,0.5906858964873114
0,0.7537777601609726,0.2195894079291281
1,0.5441606492795699,0.4767625704565589
0,0.5237204626848052,0.4481508136098512
1,0.2934818327203613,0.35780302700826094
1,0.17448221424471938,0.7287360909508679
0,0.8177726063626615,0.5467005880630166
1,0.8203344457306644,0.21483697272611835
0,0.6064811658186143,0.32614656155984906
0,0.37122383283896054,0.6966070109276767
0,0.37936765969012876,0.21090468759224013
0,0.6807645430961915,0.830965531239015
1,0.8176882079620617,0.5461172216111794
0,0.8096691394120938,0.5344692618613184
0,0.7239004366860992,0.6239262277276141
1,0.6136253169234303,0.8097447727401194
1,0.1673119719960391,0.4282473663217544
0,0.22930297127569102,0.6924129220472508
0,0.8188433508216634,0.6025855711966328
1,0.585143247727672,0.36362261613553704
1,0.10735764129330372,0.8529039890841263
0,0.1811772342928257,0.7879408172855424
1,0.6308014152864446,0.6767614677267404
1,0.10404926707697496,0.8304653832753934
0,0.22864644113399893,0.8438353607678418
0,0.5389870314932689,0.7166903813720278
1,0.6535161581541546,0.8196106626909376
0,0.6215690076020804,0.7079771693354269
0,0.27941544756844783,0.6941126174082403
1,0.6697433770780287,0.6448891025721474
0,0.2897992699974401,0.752173311646113
0,0.36031975852741416,0.276884084234459
0,0.6971931240944194,0.8546966073591427
0,0.6197063192377718,0.8474748221961855
0,0.7793787283953424,0.1733978264276473
1,0.6260903138402747,0.8106534004518101
0,0.5546468826683774,0.25309589397875615
0,0.17493981426247399,0.4180950834073135
1,0.3941726424475468,0.7448066050332862
1,0.31216189414538037,0.27860791683864655
1,0.2951917147032669,0.8043736192952498
1,0.8784084438019565,0.8157073423661935
1,0.4144781797334084,0.555974187008669
0,0.8136372441416907,0.15510869737346686
0,0.6049109007978103,0.3796305065399302
1,0.7358490428333188,0.6435415347005937
0,0.5021096744841537,0.9349489424219387
0,0.5615231077010873,0.6554508216133347
0,0.49401415505509116,0.3578428648513278
1,0.2561943902384356,0.6572045624796891
1,0.6779616922092042,0.5819883037726843
1,0.32461788995268465,0.7738763161209149
0,0.11945277314516307,0.2355845110615667
1,0.6163778367257342,0.7588223220016224
1,0.24168854352563918,0.5830132629408882
0,0.8523668674823315,0.9203936030871956
0,0.8631428616020699,0.4234977328309488
0,0.8318915121763588,0.6560975145071585
1,0.39612696020435556,0.895622484408014
0,0.11236529322309395,0.23200778239254338
1,0.8426548500701804,0.8997827897891608
0,0.44254731865385144,0.7003085778406507
1,0.8733238552349357,0.20426964728413752
1,0.8708959816714023,0.390770853557453
0,0.782407564373888,0.7165376709162252
0,0.3355591136556686,0.20388048117501734
0,0.4080781828815402,0.6157363681410186
1,0.7809093372134855,0.42670644556236537
0,0.3535376041250221,0.6467324142139816
0,0.235594197348874,0.18659362705001026
0,0.5454410099666801,0.847229444921901
1,0.8489238193286248,0.9287911753419175
1,0.6568238373399784,0.9251022842285531
1,0.556048936071492,0.7497214653943397
1,0.17774119501661484,0.25406899210450556
0,0.5920057813593358,0.7566105567432181
0,0.8920430800834106,0.1696695331670412
0,0.21206721218921923,0.16769884122319778
1,0.5146637218909894,0.40888817531963295
0,0.8018984575423643,0.5409145523237325
0,0.6926148942033635,0.7663259342462345
1,0.6576125927962144,0.6966363012852042
1,0.6619872671896874,0.5067221651013987
1,0.3875929209758041,0.3689013330253327
1,0.33487347541159473,0.9476996001261688
1,0.7474889243828109,0.4909450417887783
0,0.7480907157433446,0.5111096194637403
0,0.793657854864083,0.28089905695333534
0,0.830592442045177,0.7858476389999435
0,0.5090739190887502,0.7049457806251909
0,0.5012130357497597,0.3266156902310083
1,0.7386361431734202,0.21590483649267414
0,0.6199711446222121,0.6943994416597704
0,0.6615735018061627,0.6736089714249082
0,0.7366341355488809,0.3686076215985674
0,0.812004273454053,0.9106908498003282
0,0.3703961254812287,0.27084631342472015
0,0.4004663621119552,0.49586784083408153
1,0.17518555187269522,0.9048927361340791
1,0.5626241127969392,0.48578185354089776
0,0.1287538190373937,0.6608207581312684
0,0.47247841450596817,0.4680755183702354
1,0.5341157077660613,0.369372161878936
0,0.32923300170262754,0.9371821183678626
0,0.5726666084552087,0.47746720505203444
1,0.12440019995123955,0.8652793629433075
0,0.12987855099937154,0.3339636847128689
0,0.7580804485277266,0.3204837632200666
1,0.38815251312901033,0.17490726630760908
1,0.20164841012150783,0.6713334603007081
1,0.5177946080438435,0.4448210749790089
1,0.7159948424788887,0.8414865998717096
0,0.27265682199747454,0.5285679253532457
1,0.5983123806552002,0.9245547423317774
1,0.1682779719950144,0.2984204125624969
0,0.14134537693488616,0.8448985343644886
1,0.5250837052545184,0.7712774822333933
1,0.5325080972880852,0.7667374757152415
1,0.6099439211985652,0.82582658249351
1,0.6808730669781292,0.7588191927543991
1,0.8806816635700278,0.6509762573051323
1,0.5130402786409562,0.25499590214591006
0,0.35836517835299675,0.17602094359300152
0,0.736148955814963,0.8866782782525494
0,0.31666580100965935,0.6433202516165903
0,0.45117713656450886,0.787229832780941
1,0.16276510507381275,0.53521788121004
1,0.12028059473236602,0.24384655116991555
0,0.8701187317423401,0.25014863376204033
1,0.7687840964097646,0.6984522297831771
0,0.6567793648749584,0.4942447159195701
1,0.4271623555314159,0.3104197813602694
1,0.23863545605667663,0.5432756373931494
0,0.22514963413686884,0.20136714966010727
1,0.3001943185316763,0.615577121531519
0,0.5393813317648964,0.36519472354807814
0,0.6716767381600499,0.7880472805097505
0,0.628157901374185,0.398289567138859
1,0.3239471175567543,0.5141761192654409
0,0.8638922245305553,0.1592964319264805
0,0.6903175333566148,0.2079575102356471
1,0.5434832420091206,0.46399484512534783
1,0.5893765969874818,0.5339510677736987
1,0.435680049942232,0.630016438495443
0,0.298184791600926,0.38333006296744254
0,0.3847781429210093,0.705985508901234
0,0.7062768883714953,0.8380979177513637
0,0.1115147909038047,0.7738807911146798
1,0.192858112405533,0.1816950602786857
1,0.13680211361740222,0.5344055578062631
1,0.1325830418551761,0.2339441427345399
0,0.7843684672088058,0.343636012690022
0,0.6629262875040189,0.9393300746137171
1,0.4793390632698602,0.26399643432121056
1,0.17826732852080118,0.5491105227610849
1,0.49329270009346593,0.6445245874544953
1,0.4787774166244526,0.7119719764352831
1,0.23856149592801215,0.5977189467895312
1,0.44708131939037843,0.15781667793534693
0,0.4188037875178988,0.4111690465951935
1,0.5926800784417732,0.5641693147077691
1,0.6080749206941151,0.22029319931586666
0,0.13624320781763563,0.4305015449673446
1,0.399690091701177,0.17656248703309324
0,0.6006879325713891,0.2128627977240166
1,0.5025090068640702,0.46753862096127685
0,0.7851918729506578,0.25617260323444824
0,0.626954905295156,0.6040326786092465
0,0.23034754166514376,0.7015719753098125
0,0.1564549979203439,0.7904693592872662
1,0.6139354225650525,0.31012019539584806
0,0.12120904843329745,0.2839860658072558
0,0.5686204650187706,0.23365427226752017
1,0.8521841931399661,0.6591441996349093
0,0.5603793423007032,0.7151805811895209
1,0.4105359409652175,0.17526891586051363
0,0.6146305747538825,0.8989697969949518
0,0.46660231239321337,0.19157702692117792
1,0.536493431452748,0.5830370682408563
1,0.8531718470212202,0.7172484155607332
1,0.4088821102406194,0.8467752989968684
1,0.8689524510591314,0.7212695457059423
0,0.824280513564851,0.7913824664558334
0,0.25663290783143716,0.42156015403424485
0,0.15548904070013236,0.8018600909972098
0,0.18062240110194133,0.2140918771077401
1,0.1145774605212398,0.865853324848422
0,0.17555436860474272,0.588073900922989
0,0.6464054187330854,0.8038382159699949
0,0.1569509187681832,0.5118546276146401
0,0.355180504235009,0.66486215615722
1,0.7759002487755636,0.5711221287488906
0,0.11861754858866069,0.7352716174042655
1,0.7515747860711487,0.21530398562447164
0,0.32548381981872,0.19828166719245102
0,0.194531862097325,0.3476825872081171
1,0.6573897322913205,0.2776357440905507
1,0.6031542774239071,0.8474268532737613
1,0.8019776108216424,0.32537118988643543
0,0.6880568350431087,0.930692204655305
0,0.7427847443078789,0.4195166334168855
1,0.3256276580570452,0.29569433255095945
0,0.24195163502377826,0.7817588057139833
1,0.7004918013126867,0.6769662204007009
1,0.7454677914138113,0.5485565731625112
0,0.8924041136005386,0.594290840750105
1,0.43009414152914116,0.725361422617811
1,0.39761446863422656,0.33276379306503895
0,0.7211303685935975,0.9470671328453935
1,0.37264283220241434,0.9298345297174264
1,0.8446058604828518,0.6702605490775495
0,0.7867302014744094,0.30963396074331606
1,0.4431952219000147,0.694182593945033
0,0.7006968542331979,0.20775872718334065
0,0.7036342992677459,0.17452200176464483
0,0.1824990950687461,0.3561463108089709
0,0.8220423253436534,0.520098365391453
1,0.5042018979582857,0.8446180043267044
1,0.7611659728861934,0.7317352558130464
1,0.35603968082448945,0.7441652169599848
0,0.8164185827969604,0.4903946675584603
1,0.4113613429873305,0.42674799403757036
1,0.10867012118423869,0.44683101038768214
0,0.824305581135411,0.9401196509888462
1,0.17302934142890686,0.18208735312998597
1,0.35545091007233187,0.8436251968979588
1,0.8600495736406439,0.6129403268579147
1,0.8604857175500449,0.5008923353516723
1,0.5587503104986289,0.7302061283321092
0,0.6054697697358394,0.5393351531397622
1,0.45875641758265584,0.8487385904653284
0,0.33456861735845167,0.8705614912090067
0,0.36293163629593284,0.4873767414987643
0,0.6380147648616308,0.3714622377880412
1,0.701899623550144,0.6238802628746898
0,0.7332632349806788,0.8798906764933527
1,0.7316945142356431,0.31852975120453325
0,0.1729648824389523,0.6483732668507862
0,0.4955362437620652,0.6552481760740164
0,0.14604700801331544,0.7364904179322248
0,0.5396231058589884,0.2552541481018078
0,0.45322440109870166,0.7226599717456709
1,0.8101633462066399,0.8772260165325128
0,0.380732010041663,0.29374648709619355
1,0.1936536131420847,0.3400346599391021
0,0.2143933456422687,0.9271160752333116
0,0.7092085053739778,0.29478156216759177
0,0.5945744506530088,0.8335080746956632
1,0.1808981408982322,0.5438222851584278
1,0.16728544489199795,0.3477848595225416
1,0.660775305167296,0.8465999210180091
0,0.15821040509135484,0.5062442040021323
0,0.757488047432285,0.5618538831437521
0,0.664993781725197,0.4373866955198126
1,0.1650790245135198,0.6243606811479419
1,0.16787017126815354,0.2808190980680182
1,0.8893116628009404,0.4628652293214085
0,0.39941663660489624,0.9255298578682299
1,0.39651371765351273,0.356506746160902
0,0.7502396538060021,0.6753893316330337
0,0.857798861907087,0.41015205137975586
1,0.8888008510582968,0.7687785005492805
0,0.7027025482071533,0.25469892857467985
0,0.4010076684247327,0.9258568360628358
1,0.166800573358935,0.5130316331069114
0,0.7217175327419495,0.33884037067717115
1,0.546723399788644,0.2087973978640101
0,0.439377607397581,0.2858063240700326
0,0.8250835080757888,0.565819158844814
0,0.18895798584492107,0.41960254114502904
1,0.4941000834326873,0.8131066927060876
0,0.10908291581393526,0.49471001892944466
1,0.4749285135953011,0.3489714180701039
0,0.1450426205454699,0.643715989283224
1,0.19505433301445754,0.7154217735083567
0,0.1940209974216839,0.2836335263207599
1,0.6193682416928509,0.28409537303065413
0,0.6968359034123386,0.17933714154683436
1,0.5666950120777278,0.7391216120525124
0,0.8697380387796335,0.6810436220974441
1,0.39989646361896325,0.5297047005998511
0,0.32856966902548856,0.8253363591753576
0,0.7948793025515682,0.7945361223600426
1,0.2788766708155621,0.6182834915174017
